"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1047252","08/17/2011","C","12/27/2017","3640 MERSINGTON AVE","Kansas City","MO","64128","27563","Jackson","3","East","Palestine East","39.05899","-94.538735","3640 MERSINGTON AVE   64128 (39.05899, -94.538735)"
"1047297","08/17/2011","C","06/14/2019","3306 College Ave","Kansas City","MO","64128","25707","Jackson","3","East","Oak Park Northwest","39.065679","-94.545302","3306 College Ave   64128 (39.065679, -94.545302)"
"1223293","07/11/2019","C","10/12/2020","3337 Bales Ave","Kansas City","MO","64128","26121","Jackson","3","East","Palestine West And Oak Park Northeast","39.064583","-94.542508","3337 Bales Ave   64128 (39.064583, -94.542508)"
"1153835","03/21/2016","C","12/08/2017","2621 POPLAR AVE","Kansas City","MO","64127","19952","Jackson","3","East","East Community Team South","39.077187","-94.525524","2621 POPLAR AVE   64127 (39.077187, -94.525524)"
"1174795","03/28/2017","C","05/03/2018","405 Colorado Ave","Kansas City","MO","64124","45115","Jackson","4","East","South Indian Mound","39.108626","-94.519768","405 Colorado Ave   64124 (39.108626, -94.519768)"
"1064147","05/10/2012","C","08/04/2014","2726 WABASH AVE","Kansas City","MO","64109","26615","Jackson","3","Central","Key Coalition","39.076108","-94.554001","2726 WABASH AVE   64109 (39.076108, -94.554001)"
"1074618","09/05/2012","C","11/27/2013","3632 PASEO","Kansas City","MO","64109","134852","Jackson","3","Central","Squier Park","39.060076","-94.567641","3632 PASEO   64109 (39.060076, -94.567641)"
"1047604","08/18/2011","C","12/16/2015","2812 E 73rd St","Kansas City","MO","64132","3583","Jackson","5","Metro","Noble And Gregory Ridge","38.994573","-94.554089","2812 E 73rd St   64132 (38.994573, -94.554089)"
"1170236","12/05/2016","C","08/24/2018","4502 MICHIGAN AVE","Kansas City","MO","64130","137321","Jackson","3","Central","Ivanhoe Southwest","39.044745","-94.562611","4502 MICHIGAN AVE   64130 (39.044745, -94.562611)"
"1055285","12/28/2011","C","02/07/2014","3018 Highland Ave","Kansas City","MO","64109","27366","Jackson","3","Central","Mount Hope","39.0713","-94.563526","3018 Highland Ave   64109 (39.0713, -94.563526)"
"1047614","08/18/2011","C","06/28/2013","3537 OLIVE ST","Kansas City","MO","64109","133734","Jackson","3","Central","Ivanhoe Northeast","39.061588","-94.555226","3537 OLIVE ST   64109 (39.061588, -94.555226)"
"1187594","10/09/2017","C","06/24/2020","5410 E 29th St","Kansas City","MO","64128","21687","Jackson","3","East","South Blue Valley","39.07262","-94.519488","5410 E 29th St   64128 (39.07262, -94.519488)"
"1210481","11/19/2018","C","12/19/2018","3206 E 24th Ter","Kansas City","MO","64127","16028","Jackson","3","East","Washington Wheatley","39.081783","-94.545264","3206 E 24th Ter   64127 (39.081783, -94.545264)"
"1135712","05/21/2015","C","09/26/2017","1803 KENSINGTON AVE","Kansas City","MO","64127","18412","Jackson","3","East","East Community Team North","39.089919","-94.530944","1803 KENSINGTON AVE   64127 (39.089919, -94.530944)"
"1153168","03/07/2016","C","12/30/2016","2012 ELMWOOD AVE","Kansas City","MO","64127","18562","Jackson","3","East","East Community Team North","39.086794","-94.529627","2012 ELMWOOD AVE   64127 (39.086794, -94.529627)"
"1054350","12/02/2011","C","08/08/2019","3833 E 56th St","Kansas City","MO","64130","36945","Jackson","5","Metro","Swope Parkway-Elmwood","39.023895","-94.539328","3833 E 56th St   64130 (39.023895, -94.539328)"
"1058558","03/07/2012","C","08/03/2016","3512 Independence Ave","Kansas City","MO","64124","41948","Jackson","4","East","Scarritt Point","39.106208","-94.53976","3512 Independence Ave   64124 (39.106208, -94.53976)"
"1071357","08/10/2012","C","03/21/2017","4238 Spruce Ave","Kansas City","MO","64130","31718","Jackson","3","East","Vineyard Northwest","39.048231","-94.534606","4238 Spruce Ave   64130 (39.048231, -94.534606)"
"1131464","03/24/2015","C","08/01/2018","7210 E 87TH TER","Kansas City","MO","64138","55351","Jackson","5","South","Loma Vista","38.965798","-94.50506","7210 E 87TH TER   64138 (38.965798, -94.50506)"
"1102634","11/04/2013","C","02/03/2014","1208 WINCHESTER AVE","Kansas City","MO","64126","6917","Jackson","3","East","East Blue Valley","39.096834","-94.501179","1208 WINCHESTER AVE   64126 (39.096834, -94.501179)"
"1202388","07/06/2018","C","10/17/2018","3733 Wayne Ave","Kansas City","MO","64109","135229","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.058206","-94.564695","3733 Wayne Ave   64109 (39.058206, -94.564695)"
"1148864","11/13/2015","C","09/10/2019","6823 E 12TH TER","Kansas City","MO","64126","7011","Jackson","3","East","East Blue Valley","39.096139","-94.502242","6823 E 12TH TER   64126 (39.096139, -94.502242)"
"1064686","05/16/2012","C","04/21/2014","2435 PROSPECT AVE","Kansas City","MO","64127","16238","Jackson","3","East","Washington Wheatley","39.081678","-94.552024","2435 PROSPECT AVE   64127 (39.081678, -94.552024)"
"1108325","03/24/2014","C","07/19/2017","1618 Fremont Ave","Kansas City","MO","64126","6786","Jackson","3","East","East Blue Valley","39.091266","-94.508265","1618 Fremont Ave   64126 (39.091266, -94.508265)"
"1064128","05/10/2012","C","04/02/2014","2451 Park Ave","Kansas City","MO","64127","14131","Jackson","3","Central","Wendell Phillips","39.08096","-94.555473","2451 Park Ave   64127 (39.08096, -94.555473)"
"1126631","12/02/2014","C","02/19/2019","4407 E 30th St","Kansas City","MO","64128","22586","Jackson","3","East","Knoches Park","39.070771","-94.531234","4407 E 30th St   64128 (39.070771, -94.531234)"
"1048133","08/22/2011","C","10/08/2012","2007 E 36TH ST","Kansas City","MO","64109","134003","Jackson","3","Central","Ivanhoe Northeast","39.060798","-94.559731","2007 E 36TH ST   64109 (39.060798, -94.559731)"
"1047738","08/18/2011","C","11/01/2017","4640 SOUTH BENTON AVE","Kansas City","MO","64130","34737","Jackson","3","East","Oak Park Southwest","39.041201","-94.551354","4640 SOUTH BENTON AVE   64130 (39.041201, -94.551354)"
"1102484","10/30/2013","C","11/27/2013","5314 Agnes Ave","Kansas City","MO","64130","36201","Jackson","5","Metro","North Town Fork Creek","39.029357","-94.55071","5314 Agnes Ave   64130 (39.029357, -94.55071)"
"1059096","03/15/2012","C","02/11/2015","3400 Oakley Ave","Kansas City","MO","64128","23484","Jackson","3","East","Dunbar","39.063543","-94.519194","3400 Oakley Ave   64128 (39.063543, -94.519194)"
"1078528","10/16/2012","C","06/24/2013","4932 Agnes Ave","Kansas City","MO","64130","35071","Jackson","3","Metro","North Town Fork Creek","39.036118","-94.550314","4932 Agnes Ave   64130 (39.036118, -94.550314)"
"1047849","08/19/2011","C","08/09/2013","3120 Forest Ave","Kansas City","MO","64109","125667","Jackson","3","Central","Center City","39.069625","-94.57038","3120 Forest Ave   64109 (39.069625, -94.57038)"
"1047374","08/17/2011","C","10/20/2014","2535 Michigan Ave","Kansas City","MO","64127","14457","Jackson","3","Central","Wendell Phillips","39.079715","-94.560184","2535 Michigan Ave   64127 (39.079715, -94.560184)"
"1047940","08/19/2011","C","06/11/2013","3413 Forest Ave","Kansas City","MO","64109","125758","Jackson","3","Central","Center City","39.064491","-94.570206","3413 Forest Ave   64109 (39.064491, -94.570206)"
"1148623","11/06/2015","C","01/05/2016","726 KENSINGTON AVE","Kansas City","MO","64124","8125","Jackson","3","East","Lykins","39.103301","-94.530781","726 KENSINGTON AVE   64124 (39.103301, -94.530781)"
"1230237","10/14/2019","C","06/15/2021","5216 E 28th Ter","Kansas City","MO","64128","21803","Jackson","3","East","East Community Team South","39.073562","-94.521913","5216 E 28th Ter   64128 (39.073562, -94.521913)"
"1218805","05/13/2019","C","02/01/2021","1314 E 37th St","Kansas City","MO","64109","134820","Jackson","3","Central","Squier Park","39.059702","-94.568671","1314 E 37th St   64109 (39.059702, -94.568671)"
"1165583","09/07/2016","C","09/26/2017","4506 E 22nd St","Kansas City","MO","64127","18574","Jackson","3","East","East Community Team North","39.085578","-94.530192","4506 E 22nd St   64127 (39.085578, -94.530192)"
"1077330","09/25/2012","C","11/07/2013","4205 FLORA AVE","Kansas City","MO","64110","136102","Jackson","3","Central","Ivanhoe Southwest","39.0502","-94.566354","4205 FLORA AVE   64110 (39.0502, -94.566354)"
"1061103","04/09/2012","C","02/20/2014","3117 E 73rd St","Kansas City","MO","64132","3755","Jackson","5","Metro","Noble And Gregory Ridge","38.993864","-94.550417","3117 E 73rd St   64132 (38.993864, -94.550417)"
"1047556","08/18/2011","C","05/15/2018","5900 Cypress Pl","Kansas City","MO","64130","216","Jackson","5","Metro","Swope Parkway-Elmwood","39.018377","-94.533843","5900 Cypress Pl   64130 (39.018377, -94.533843)"
"1047590","08/18/2011","C","07/29/2013","5140 MICHIGAN AVE","Kansas City","MO","64130","145548","Jackson","5","Metro","Blue Hills","39.032647","-94.563315","5140 MICHIGAN AVE   64130 (39.032647, -94.563315)"
"1094242","06/25/2013","C","03/06/2017","5432 E 29TH ST","Kansas City","MO","64128","21684","Jackson","3","East","South Blue Valley","39.0726","-94.518854","5432 E 29TH ST   64128 (39.0726, -94.518854)"
"1247796","10/30/2020","C","02/01/2021","3900 Woodland Ave","Kansas City","MO","64110","135457","Jackson","3","Central","Ivanhoe Southwest","39.055656","-94.56311","3900 Woodland Ave   64110 (39.055656, -94.56311)"
"1182683","07/25/2017","C","08/29/2017","4400 NE Carolane St","Kansas City","MO","64116","83895","Clay","4","North","Briarcliff And Claymont","39.174446","-94.577058","4400 NE Carolane St   64116 (39.174446, -94.577058)"
"1069798","07/27/2012","C","08/16/2017","4125 South Benton Ave","Kansas City","MO","64130","29944","Jackson","3","East","Oak Park Southwest","39.050698","-94.550034","4125 South Benton Ave   64130 (39.050698, -94.550034)"
"1048504","08/24/2011","C","02/19/2019","2319 Monroe Ave","Kansas City","MO","64127","17159","Jackson","3","East","East Community Team South","39.083193","-94.539152","2319 Monroe Ave   64127 (39.083193, -94.539152)"
"1047718","08/18/2011","C","03/02/2017","3316 Oakley Ave","Kansas City","MO","64128","23418","Jackson","3","East","Dunbar","39.064534","-94.519146","3316 Oakley Ave   64128 (39.064534, -94.519146)"
"1079567","11/06/2012","C","06/10/2014","4328 Tracy Ave","Kansas City","MO","64110","137904","Jackson","3","Central","Manheim Park","39.047794","-94.570416","4328 Tracy Ave   64110 (39.047794, -94.570416)"
"1047328","08/17/2011","C","06/08/2017","3111 Poplar Ave","Kansas City","MO","64128","22855","Jackson","3","East","Knoches Park","39.06853","-94.526482","3111 Poplar Ave   64128 (39.06853, -94.526482)"
"1047659","08/18/2011","C","01/23/2015","6136 OLIVE ST","Kansas City","MO","64130","104777","Jackson","5","Metro","Blue Hills","39.014731","-94.5586","6136 OLIVE ST   64130 (39.014731, -94.5586)"
"1120312","08/14/2014","C","05/06/2015","3200 E 80th St","Kansas City","MO","64132","4774","Jackson","5","Metro","Marlborough East","38.981901","-94.550384","3200 E 80th St   64132 (38.981901, -94.550384)"
"1106982","02/24/2014","C","12/21/2018","2323 Cleveland Ave","Kansas City","MO","64127","17127","Jackson","3","East","East Community Team South","39.083269","-94.537921","2323 Cleveland Ave   64127 (39.083269, -94.537921)"
"1048092","08/20/2011","C","02/10/2016","515 Van Brunt Blvd","Kansas City","MO","64124","44644","Jackson","4","East","South Indian Mound","39.10677","-94.525601","515 Van Brunt Blvd   64124 (39.10677, -94.525601)"
"1166983","09/26/2016","C","10/11/2016","5207 NW 72ND ST","Kansas City","MO","64151","162896","Platte","2","North","Park Plaza","39.224605","-94.641298","5207 NW 72ND ST   64151 (39.224605, -94.641298)"
"1103330","11/19/2013","C","12/28/2016","2226 E 68th Ter","Kansas City","MO","64132","113816","Jackson","5","Metro","Blenheim Square Research Hospital","39.002972","-94.559847","2226 E 68th Ter   64132 (39.002972, -94.559847)"
"1154185","03/25/2016","C","01/31/2017","2937 Olive St","Kansas City","MO","64109","27053","Jackson","3","Central","Key Coalition","39.072159","-94.554694","2937 Olive St   64109 (39.072159, -94.554694)"
